data,chuva_mm,temp_max,temp_min,evapotranspiracao,municipio,regiao
2000-01-01,25.2,23.4,19.7,2.11,uberaba,Triangulo
2000-01-02,10.8,25.1,20.1,2.51,uberaba,Triangulo
2000-01-03,50.6,21.7,19.7,1.1,uberaba,Triangulo
2000-01-04,18.1,25.2,19.9,2.45,uberaba,Triangulo
2000-01-05,8.8,26.1,20.1,2.53,uberaba,Triangulo
2000-01-06,16.8,26.9,19.5,3.9,uberaba,Triangulo
2000-01-07,14.0,28.3,19.2,4.8,uberaba,Triangulo
2000-01-08,1.2,28.9,19.2,5.5,uberaba,Triangulo
2000-01-09,6.1,28.2,20.7,5.16,uberaba,Triangulo
2000-01-10,2.0,28.8,18.8,5.56,uberaba,Triangulo
2000-01-11,1.9,28.2,19.5,5.28,uberaba,Triangulo
2000-01-12,1.3,29.1,20.2,5.53,uberaba,Triangulo
2000-01-13,0.0,30.2,19.9,6.01,uberaba,Triangulo
2000-01-14,0.4,30.7,20.6,6.16,uberaba,Triangulo
2000-01-15,0.0,30.7,19.7,5.75,uberaba,Triangulo
2000-01-16,0.9,30.3,20.7,5.43,uberaba,Triangulo
2000-01-17,22.1,28.9,21.8,4.07,uberaba,Triangulo
2000-01-18,6.2,28.5,21.1,4.88,uberaba,Triangulo
2000-01-19,10.9,28.4,20.8,4.37,uberaba,Triangulo
2000-01-20,13.8,26.5,20.6,3.13,uberaba,Triangulo
2000-01-21,2.1,26.4,20.5,3.41,uberaba,Triangulo
2000-01-22,1.0,27.3,20.1,4.5,uberaba,Triangulo
2000-01-23,5.6,29.4,20.1,5.19,uberaba,Triangulo
2000-01-24,3.2,27.5,20.4,4.02,uberaba,Triangulo
2000-01-25,11.4,28.9,21.0,4.55,uberaba,Triangulo
2000-01-26,17.3,26.9,20.7,3.16,uberaba,Triangulo
2000-01-27,25.7,23.5,20.4,1.75,uberaba,Triangulo
2000-01-28,42.9,23.0,19.5,1.68,uberaba,Triangulo
2000-01-29,22.3,25.1,18.6,3.01,uberaba,Triangulo
2000-01-30,14.4,28.8,19.4,4.9,uberaba,Triangulo
2000-01-31,13.3,27.7,20.1,3.64,uberaba,Triangulo
2000-02-01,27.1,26.8,20.4,2.94,uberaba,Triangulo
2000-02-02,10.7,25.5,19.7,2.66,uberaba,Triangulo
2000-02-03,8.3,25.7,20.0,2.56,uberaba,Triangulo
2000-02-04,5.7,28.6,20.5,4.4,uberaba,Triangulo
2000-02-05,19.0,27.6,20.2,3.71,uberaba,Triangulo
2000-02-06,14.2,26.9,19.8,3.83,uberaba,Triangulo
2000-02-07,18.2,26.8,19.7,3.52,uberaba,Triangulo
2000-02-08,33.6,24.7,20.3,1.75,uberaba,Triangulo
2000-02-09,10.3,26.0,20.1,3.07,uberaba,Triangulo
2000-02-10,28.9,27.1,20.2,2.76,uberaba,Triangulo
2000-02-11,12.8,25.5,20.3,2.71,uberaba,Triangulo
2000-02-12,6.5,25.7,20.5,2.64,uberaba,Triangulo
2000-02-13,2.0,27.7,19.9,3.86,uberaba,Triangulo
2000-02-14,0.4,28.8,20.5,5.25,uberaba,Triangulo
2000-02-15,0.4,28.5,20.6,5.02,uberaba,Triangulo
2000-02-16,7.8,29.0,19.0,5.32,uberaba,Triangulo
2000-02-17,7.1,27.1,19.1,3.99,uberaba,Triangulo
2000-02-18,9.7,26.3,19.3,4.0,uberaba,Triangulo
2000-02-19,7.6,26.7,19.1,4.18,uberaba,Triangulo
2000-02-20,1.5,27.9,19.7,4.51,uberaba,Triangulo
2000-02-21,1.9,27.6,20.1,4.49,uberaba,Triangulo
2000-02-22,0.6,28.3,19.9,4.7,uberaba,Triangulo
2000-02-23,0.2,28.7,20.0,5.27,uberaba,Triangulo
2000-02-24,0.0,29.6,20.3,5.5,uberaba,Triangulo
2000-02-25,5.3,30.0,20.2,4.95,uberaba,Triangulo
2000-02-26,9.6,28.9,20.7,4.46,uberaba,Triangulo
2000-02-27,22.8,29.3,20.5,4.72,uberaba,Triangulo
2000-02-28,17.6,28.5,20.7,4.7,uberaba,Triangulo
2000-02-29,22.5,27.7,20.2,4.15,uberaba,Triangulo
2000-03-01,5.9,25.6,20.1,3.18,uberaba,Triangulo
2000-03-02,0.4,27.2,20.2,3.96,uberaba,Triangulo
2000-03-03,1.9,28.1,20.4,4.65,uberaba,Triangulo
2000-03-04,8.5,28.6,20.9,4.68,uberaba,Triangulo
2000-03-05,4.3,28.5,20.8,4.72,uberaba,Triangulo
2000-03-06,0.6,28.4,18.8,4.75,uberaba,Triangulo
2000-03-07,4.4,28.8,19.7,4.76,uberaba,Triangulo
2000-03-08,19.9,26.7,20.0,4.06,uberaba,Triangulo
2000-03-09,17.5,26.4,19.2,2.97,uberaba,Triangulo
2000-03-10,33.1,25.6,19.2,2.92,uberaba,Triangulo
2000-03-11,37.4,22.8,19.3,1.69,uberaba,Triangulo
2000-03-12,12.0,24.4,19.1,2.43,uberaba,Triangulo
2000-03-13,1.8,27.0,17.8,3.97,uberaba,Triangulo
2000-03-14,0.7,27.3,19.4,4.3,uberaba,Triangulo
2000-03-15,10.0,27.4,20.4,3.5,uberaba,Triangulo
2000-03-16,17.2,25.4,20.7,2.49,uberaba,Triangulo
2000-03-17,7.1,23.7,20.0,1.43,uberaba,Triangulo
2000-03-18,17.0,26.0,19.5,3.06,uberaba,Triangulo
2000-03-19,4.5,25.0,20.2,2.29,uberaba,Triangulo
2000-03-20,9.7,25.0,20.0,2.02,uberaba,Triangulo
2000-03-21,1.9,28.2,20.2,4.82,uberaba,Triangulo
2000-03-22,3.6,28.5,20.6,4.42,uberaba,Triangulo
2000-03-23,0.4,28.8,20.1,4.61,uberaba,Triangulo
2000-03-24,7.1,29.1,20.8,4.61,uberaba,Triangulo
2000-03-25,2.0,28.6,19.0,4.53,uberaba,Triangulo
2000-03-26,4.5,28.9,19.9,4.43,uberaba,Triangulo
2000-03-27,1.1,29.0,20.0,4.57,uberaba,Triangulo
2000-03-28,3.7,28.8,19.9,4.15,uberaba,Triangulo
2000-03-29,23.8,26.8,19.3,3.61,uberaba,Triangulo
2000-03-30,7.3,26.9,19.3,3.69,uberaba,Triangulo
2000-03-31,10.2,28.2,19.7,4.13,uberaba,Triangulo
2000-04-01,2.1,28.0,19.5,4.23,uberaba,Triangulo
2000-04-02,4.8,27.5,18.6,4.14,uberaba,Triangulo
2000-04-03,0.2,26.4,18.7,4.19,uberaba,Triangulo
2000-04-04,0.3,25.3,18.4,4.18,uberaba,Triangulo
2000-04-05,0.0,26.3,17.9,4.52,uberaba,Triangulo
2000-04-06,0.1,26.6,18.3,4.41,uberaba,Triangulo
2000-04-07,0.0,26.5,18.2,4.32,uberaba,Triangulo
2000-04-08,0.0,27.2,17.9,4.31,uberaba,Triangulo
2000-04-09,0.3,27.5,19.4,4.22,uberaba,Triangulo
2000-04-10,0.5,27.9,20.0,4.33,uberaba,Triangulo
2000-04-11,0.2,27.6,19.4,4.03,uberaba,Triangulo
2000-04-12,0.6,28.1,18.6,3.98,uberaba,Triangulo
2000-04-13,2.9,27.5,19.1,3.85,uberaba,Triangulo
2000-04-14,4.9,28.0,19.4,3.92,uberaba,Triangulo
2000-04-15,0.2,28.4,19.5,4.11,uberaba,Triangulo
2000-04-16,0.0,28.6,19.2,4.15,uberaba,Triangulo
2000-04-17,0.0,28.9,19.4,4.45,uberaba,Triangulo
2000-04-18,2.8,28.4,20.7,3.95,uberaba,Triangulo
2000-04-19,7.4,25.4,19.5,2.4,uberaba,Triangulo
2000-04-20,0.6,23.0,19.3,1.73,uberaba,Triangulo
2000-04-21,0.0,23.1,15.3,3.99,uberaba,Triangulo
2000-04-22,0.0,24.0,12.3,4.1,uberaba,Triangulo
2000-04-23,0.0,26.5,13.3,4.31,uberaba,Triangulo
2000-04-24,0.0,27.7,16.3,4.49,uberaba,Triangulo
2000-04-25,0.0,27.9,17.5,4.63,uberaba,Triangulo
2000-04-26,0.0,27.0,17.6,4.75,uberaba,Triangulo
2000-04-27,0.0,26.7,17.3,4.78,uberaba,Triangulo
2000-04-28,0.0,27.0,17.1,4.53,uberaba,Triangulo
2000-04-29,0.0,27.5,18.0,3.96,uberaba,Triangulo
2000-04-30,0.0,26.8,17.8,3.84,uberaba,Triangulo
2000-05-01,0.7,27.9,19.3,3.94,uberaba,Triangulo
2000-05-02,0.0,28.7,19.8,4.27,uberaba,Triangulo
2000-05-03,0.1,29.2,19.9,4.22,uberaba,Triangulo
2000-05-04,0.2,28.0,19.4,4.14,uberaba,Triangulo
2000-05-05,0.0,28.5,19.0,4.14,uberaba,Triangulo
2000-05-06,0.0,28.2,18.9,3.93,uberaba,Triangulo
2000-05-07,0.0,24.7,18.3,2.39,uberaba,Triangulo
2000-05-08,0.0,27.0,15.8,3.51,uberaba,Triangulo
2000-05-09,0.0,27.3,17.6,3.88,uberaba,Triangulo
2000-05-10,0.0,26.2,17.0,3.84,uberaba,Triangulo
2000-05-11,0.0,25.7,12.7,4.06,uberaba,Triangulo
2000-05-12,0.0,26.0,15.6,4.31,uberaba,Triangulo
2000-05-13,0.0,26.2,15.9,4.2,uberaba,Triangulo
2000-05-14,0.0,26.2,16.2,4.01,uberaba,Triangulo
2000-05-15,0.0,27.1,16.2,3.89,uberaba,Triangulo
2000-05-16,0.0,27.5,16.6,4.27,uberaba,Triangulo
2000-05-17,0.0,27.2,17.0,3.68,uberaba,Triangulo
2000-05-18,0.0,21.9,14.7,3.32,uberaba,Triangulo
2000-05-19,0.0,21.3,11.0,3.23,uberaba,Triangulo
2000-05-20,0.0,22.6,11.0,3.26,uberaba,Triangulo
2000-05-21,0.0,24.4,15.2,2.97,uberaba,Triangulo
2000-05-22,0.0,25.9,15.6,3.1,uberaba,Triangulo
2000-05-23,0.0,25.7,17.3,3.31,uberaba,Triangulo
2000-05-24,0.0,25.9,17.1,3.91,uberaba,Triangulo
2000-05-25,0.0,25.1,15.7,4.29,uberaba,Triangulo
2000-05-26,0.0,27.0,16.1,4.15,uberaba,Triangulo
2000-05-27,0.0,27.5,16.2,3.71,uberaba,Triangulo
2000-05-28,0.2,23.0,16.5,2.06,uberaba,Triangulo
2000-05-29,0.0,24.7,12.4,3.2,uberaba,Triangulo
2000-05-30,0.0,27.6,12.4,3.84,uberaba,Triangulo
2000-05-31,0.0,26.1,15.4,3.12,uberaba,Triangulo
2000-06-01,0.0,26.7,15.7,2.83,uberaba,Triangulo
2000-06-02,0.0,26.1,14.9,3.05,uberaba,Triangulo
2000-06-03,0.0,28.1,17.2,3.8,uberaba,Triangulo
2000-06-04,0.0,26.8,17.5,4.02,uberaba,Triangulo
2000-06-05,0.0,25.9,16.3,3.91,uberaba,Triangulo
2000-06-06,0.0,25.6,15.5,3.82,uberaba,Triangulo
2000-06-07,0.0,25.4,15.6,3.82,uberaba,Triangulo
2000-06-08,0.0,25.5,15.9,3.7,uberaba,Triangulo
2000-06-09,0.0,26.0,15.4,3.56,uberaba,Triangulo
2000-06-10,0.0,25.8,15.8,3.94,uberaba,Triangulo
2000-06-11,0.0,25.6,16.1,3.59,uberaba,Triangulo
2000-06-12,0.0,26.4,14.9,3.56,uberaba,Triangulo
2000-06-13,0.0,26.9,16.4,3.31,uberaba,Triangulo
2000-06-14,0.0,27.6,18.0,3.95,uberaba,Triangulo
2000-06-15,0.0,27.0,17.9,4.03,uberaba,Triangulo
2000-06-16,0.0,26.8,16.9,3.96,uberaba,Triangulo
2000-06-17,0.0,26.3,15.8,3.8,uberaba,Triangulo
2000-06-18,0.0,26.6,16.0,3.75,uberaba,Triangulo
2000-06-19,0.0,27.0,16.2,3.56,uberaba,Triangulo
2000-06-20,0.0,26.8,15.9,3.15,uberaba,Triangulo
2000-06-21,3.1,19.1,15.4,1.36,uberaba,Triangulo
2000-06-22,0.0,23.6,10.9,3.24,uberaba,Triangulo
2000-06-23,0.0,26.5,13.2,4.04,uberaba,Triangulo
2000-06-24,0.0,27.0,15.8,4.37,uberaba,Triangulo
2000-06-25,0.0,27.5,16.5,4.06,uberaba,Triangulo
2000-06-26,0.0,27.5,16.1,3.94,uberaba,Triangulo
2000-06-27,0.0,26.9,13.7,4.37,uberaba,Triangulo
2000-06-28,0.0,27.2,15.1,5.03,uberaba,Triangulo
2000-06-29,0.0,27.7,17.3,4.94,uberaba,Triangulo
2000-06-30,0.0,27.9,17.8,4.23,uberaba,Triangulo
2000-07-01,0.0,27.5,18.5,3.04,uberaba,Triangulo
2000-07-02,0.0,26.9,18.4,4.24,uberaba,Triangulo
2000-07-03,0.0,27.3,17.6,4.03,uberaba,Triangulo
2000-07-04,0.0,24.5,17.1,3.78,uberaba,Triangulo
2000-07-05,0.0,24.1,14.9,3.56,uberaba,Triangulo
2000-07-06,0.0,24.5,15.0,3.46,uberaba,Triangulo
2000-07-07,0.0,25.6,16.5,3.88,uberaba,Triangulo
2000-07-08,0.0,26.3,17.6,3.8,uberaba,Triangulo
2000-07-09,0.0,26.8,17.4,4.04,uberaba,Triangulo
2000-07-10,0.0,26.9,16.7,4.39,uberaba,Triangulo
2000-07-11,0.0,27.7,18.1,4.35,uberaba,Triangulo
2000-07-12,0.0,20.4,14.2,2.54,uberaba,Triangulo
2000-07-13,0.0,20.6,10.7,2.99,uberaba,Triangulo
2000-07-14,0.0,26.2,11.3,3.29,uberaba,Triangulo
2000-07-15,0.6,27.0,16.4,3.91,uberaba,Triangulo
2000-07-16,7.6,18.3,12.5,1.82,uberaba,Triangulo
2000-07-17,0.0,16.5,6.6,3.02,uberaba,Triangulo
2000-07-18,0.0,22.8,5.3,3.36,uberaba,Triangulo
2000-07-19,0.0,24.6,9.1,3.73,uberaba,Triangulo
2000-07-20,0.0,20.5,10.4,3.03,uberaba,Triangulo
2000-07-21,0.0,28.0,11.4,3.62,uberaba,Triangulo
2000-07-22,0.0,28.5,18.2,4.57,uberaba,Triangulo
2000-07-23,15.0,19.8,13.6,0.71,uberaba,Triangulo
2000-07-24,0.0,19.3,11.2,2.72,uberaba,Triangulo
2000-07-25,0.0,25.1,10.7,2.89,uberaba,Triangulo
2000-07-26,0.2,25.0,15.0,2.91,uberaba,Triangulo
2000-07-27,0.0,26.0,14.8,3.84,uberaba,Triangulo
2000-07-28,0.0,25.6,14.9,4.01,uberaba,Triangulo
2000-07-29,0.0,25.0,14.9,3.92,uberaba,Triangulo
2000-07-30,0.0,25.5,15.3,4.1,uberaba,Triangulo
2000-07-31,0.0,25.8,14.8,4.45,uberaba,Triangulo
2000-08-01,0.0,25.9,15.0,4.71,uberaba,Triangulo
2000-08-02,0.0,26.2,14.9,4.45,uberaba,Triangulo
2000-08-03,0.0,27.3,16.2,4.18,uberaba,Triangulo
2000-08-04,0.0,25.1,15.0,3.56,uberaba,Triangulo
2000-08-05,0.0,26.1,15.9,3.77,uberaba,Triangulo
2000-08-06,0.0,26.4,16.6,3.89,uberaba,Triangulo
2000-08-07,0.0,27.6,17.8,4.09,uberaba,Triangulo
2000-08-08,0.0,29.0,17.7,4.73,uberaba,Triangulo
2000-08-09,0.0,29.8,19.2,5.0,uberaba,Triangulo
2000-08-10,0.0,30.2,17.4,4.31,uberaba,Triangulo
2000-08-11,0.0,27.4,16.7,4.1,uberaba,Triangulo
2000-08-12,0.0,23.4,15.1,3.61,uberaba,Triangulo
2000-08-13,0.0,26.8,14.8,4.01,uberaba,Triangulo
2000-08-14,0.0,28.6,16.9,4.89,uberaba,Triangulo
2000-08-15,0.0,30.1,18.2,5.07,uberaba,Triangulo
2000-08-16,0.0,29.9,17.9,4.36,uberaba,Triangulo
2000-08-17,0.0,29.1,19.8,5.15,uberaba,Triangulo
2000-08-18,0.0,29.1,18.3,4.64,uberaba,Triangulo
2000-08-19,0.0,28.3,17.4,4.35,uberaba,Triangulo
2000-08-20,0.0,29.3,18.6,5.33,uberaba,Triangulo
2000-08-21,0.0,29.2,19.4,5.94,uberaba,Triangulo
2000-08-22,0.0,28.4,17.9,5.44,uberaba,Triangulo
2000-08-23,0.0,29.3,18.5,5.63,uberaba,Triangulo
2000-08-24,0.0,30.0,18.9,5.4,uberaba,Triangulo
2000-08-25,0.0,31.6,20.4,5.77,uberaba,Triangulo
2000-08-26,0.0,32.9,23.6,6.11,uberaba,Triangulo
2000-08-27,0.0,33.5,23.6,7.16,uberaba,Triangulo
2000-08-28,9.3,27.5,14.9,3.13,uberaba,Triangulo
2000-08-29,19.6,20.5,14.5,1.64,uberaba,Triangulo
2000-08-30,1.5,25.7,16.0,3.26,uberaba,Triangulo
2000-08-31,10.5,27.6,18.6,4.15,uberaba,Triangulo
2000-09-01,4.8,27.6,19.4,3.35,uberaba,Triangulo
2000-09-02,21.0,25.7,18.4,2.98,uberaba,Triangulo
2000-09-03,36.9,22.2,17.6,1.58,uberaba,Triangulo
2000-09-04,8.2,22.0,16.4,2.18,uberaba,Triangulo
2000-09-05,7.9,24.5,16.8,3.28,uberaba,Triangulo
2000-09-06,25.3,22.8,16.6,2.21,uberaba,Triangulo
2000-09-07,4.2,23.6,16.9,3.22,uberaba,Triangulo
2000-09-08,6.5,24.8,17.1,3.23,uberaba,Triangulo
2000-09-09,4.6,26.1,17.3,3.81,uberaba,Triangulo
2000-09-10,0.0,27.3,17.9,4.62,uberaba,Triangulo
2000-09-11,0.0,27.9,19.3,4.94,uberaba,Triangulo
2000-09-12,0.1,28.0,19.9,4.71,uberaba,Triangulo
2000-09-13,0.2,28.3,20.4,4.89,uberaba,Triangulo
2000-09-14,18.0,29.2,19.7,4.38,uberaba,Triangulo
2000-09-15,6.8,28.0,19.5,3.87,uberaba,Triangulo
2000-09-16,11.9,28.4,18.8,3.99,uberaba,Triangulo
2000-09-17,3.5,29.1,19.4,4.22,uberaba,Triangulo
2000-09-18,0.1,27.8,19.6,4.82,uberaba,Triangulo
2000-09-19,0.0,28.7,19.5,5.23,uberaba,Triangulo
2000-09-20,0.0,28.4,18.7,5.56,uberaba,Triangulo
2000-09-21,0.0,28.5,18.2,5.66,uberaba,Triangulo
2000-09-22,0.0,29.5,17.8,5.65,uberaba,Triangulo
2000-09-23,0.0,29.4,19.5,6.3,uberaba,Triangulo
2000-09-24,0.0,29.4,19.1,5.63,uberaba,Triangulo
2000-09-25,6.8,26.5,18.5,4.27,uberaba,Triangulo
2000-09-26,9.7,23.0,16.8,2.56,uberaba,Triangulo
2000-09-27,1.0,22.9,15.5,2.86,uberaba,Triangulo
2000-09-28,0.0,24.1,16.3,4.18,uberaba,Triangulo
2000-09-29,2.6,26.2,17.1,4.7,uberaba,Triangulo
2000-09-30,1.4,27.2,17.8,4.47,uberaba,Triangulo
2000-10-01,1.9,27.3,17.3,3.84,uberaba,Triangulo
2000-10-02,0.0,28.6,18.0,4.89,uberaba,Triangulo
2000-10-03,0.2,29.4,19.2,4.93,uberaba,Triangulo
2000-10-04,4.0,27.8,20.2,4.04,uberaba,Triangulo
2000-10-05,2.4,27.7,18.9,4.12,uberaba,Triangulo
2000-10-06,4.5,27.1,17.7,4.01,uberaba,Triangulo
2000-10-07,0.2,28.8,17.5,4.99,uberaba,Triangulo
2000-10-08,0.0,29.8,19.4,5.06,uberaba,Triangulo
2000-10-09,0.0,30.2,20.9,5.7,uberaba,Triangulo
2000-10-10,0.0,31.7,20.9,5.99,uberaba,Triangulo
2000-10-11,0.0,31.8,21.2,6.53,uberaba,Triangulo
2000-10-12,0.0,33.1,21.3,7.17,uberaba,Triangulo
2000-10-13,0.0,33.7,22.1,7.64,uberaba,Triangulo
2000-10-14,0.0,33.6,22.0,7.51,uberaba,Triangulo
2000-10-15,0.0,33.7,21.7,7.7,uberaba,Triangulo
2000-10-16,0.0,31.5,22.9,7.17,uberaba,Triangulo
2000-10-17,0.0,31.6,21.6,7.05,uberaba,Triangulo
2000-10-18,0.0,31.8,21.6,6.48,uberaba,Triangulo
2000-10-19,0.0,33.0,22.2,6.87,uberaba,Triangulo
2000-10-20,0.0,33.5,22.7,6.35,uberaba,Triangulo
2000-10-21,0.3,34.2,23.0,6.7,uberaba,Triangulo
2000-10-22,3.4,33.8,21.9,5.88,uberaba,Triangulo
2000-10-23,1.7,33.6,22.8,6.14,uberaba,Triangulo
2000-10-24,5.1,32.8,21.0,5.58,uberaba,Triangulo
2000-10-25,1.3,31.9,19.8,5.28,uberaba,Triangulo
2000-10-26,0.4,31.8,21.9,5.92,uberaba,Triangulo
2000-10-27,1.3,31.8,22.3,5.8,uberaba,Triangulo
2000-10-28,1.2,28.4,20.1,3.71,uberaba,Triangulo
2000-10-29,16.0,27.6,20.5,3.71,uberaba,Triangulo
2000-10-30,10.3,24.5,19.0,2.29,uberaba,Triangulo
2000-10-31,4.2,26.8,19.9,4.31,uberaba,Triangulo
2000-11-01,0.2,28.6,20.0,5.13,uberaba,Triangulo
2000-11-02,0.9,28.9,20.6,5.12,uberaba,Triangulo
2000-11-03,8.7,27.9,19.6,4.19,uberaba,Triangulo
2000-11-04,19.6,27.3,19.4,3.72,uberaba,Triangulo
2000-11-05,15.9,25.9,19.8,3.05,uberaba,Triangulo
2000-11-06,2.2,26.3,19.7,3.76,uberaba,Triangulo
2000-11-07,52.9,20.5,19.1,1.02,uberaba,Triangulo
2000-11-08,3.2,23.8,18.5,2.84,uberaba,Triangulo
2000-11-09,0.0,26.2,18.9,4.67,uberaba,Triangulo
2000-11-10,0.1,28.0,19.8,5.34,uberaba,Triangulo
2000-11-11,0.6,29.5,19.8,5.76,uberaba,Triangulo
2000-11-12,3.6,28.3,20.6,4.36,uberaba,Triangulo
2000-11-13,19.5,26.5,20.5,3.43,uberaba,Triangulo
2000-11-14,16.0,25.8,20.0,2.35,uberaba,Triangulo
2000-11-15,4.0,27.4,19.3,3.94,uberaba,Triangulo
2000-11-16,4.3,26.8,19.8,4.26,uberaba,Triangulo
2000-11-17,9.2,22.8,19.7,2.31,uberaba,Triangulo
2000-11-18,5.7,24.3,18.7,1.91,uberaba,Triangulo
2000-11-19,21.5,24.7,18.4,2.34,uberaba,Triangulo
2000-11-20,3.2,27.2,19.2,4.18,uberaba,Triangulo
2000-11-21,9.5,28.4,19.7,4.96,uberaba,Triangulo
2000-11-22,20.4,27.9,19.2,3.61,uberaba,Triangulo
2000-11-23,4.4,27.2,19.7,3.62,uberaba,Triangulo
2000-11-24,4.6,29.6,20.0,5.35,uberaba,Triangulo
2000-11-25,2.2,29.2,19.6,5.52,uberaba,Triangulo
2000-11-26,4.3,25.8,19.8,2.23,uberaba,Triangulo
2000-11-27,15.8,25.2,19.1,2.99,uberaba,Triangulo
2000-11-28,14.7,27.2,19.5,4.48,uberaba,Triangulo
2000-11-29,9.6,27.1,19.8,4.11,uberaba,Triangulo
2000-11-30,13.7,25.2,19.0,3.17,uberaba,Triangulo
2000-12-01,7.6,25.9,18.9,3.82,uberaba,Triangulo
2000-12-02,8.1,27.5,18.9,4.0,uberaba,Triangulo
2000-12-03,1.1,27.2,19.3,4.27,uberaba,Triangulo
2000-12-04,15.8,26.7,19.9,3.26,uberaba,Triangulo
2000-12-05,9.2,26.7,19.5,3.79,uberaba,Triangulo
2000-12-06,3.1,27.3,20.2,4.49,uberaba,Triangulo
2000-12-07,4.0,29.0,19.9,4.91,uberaba,Triangulo
2000-12-08,9.8,28.9,21.5,4.8,uberaba,Triangulo
2000-12-09,2.6,28.8,21.3,4.31,uberaba,Triangulo
2000-12-10,30.8,27.6,20.1,4.6,uberaba,Triangulo
2000-12-11,5.9,27.9,19.6,4.66,uberaba,Triangulo
2000-12-12,9.6,27.8,20.8,4.28,uberaba,Triangulo
2000-12-13,5.7,28.2,21.3,4.25,uberaba,Triangulo
2000-12-14,11.7,26.9,20.3,3.39,uberaba,Triangulo
2000-12-15,14.1,24.2,20.2,2.1,uberaba,Triangulo
2000-12-16,51.0,24.4,20.3,1.06,uberaba,Triangulo
2000-12-17,41.7,25.1,20.2,1.95,uberaba,Triangulo
2000-12-18,30.0,22.2,17.5,1.6,uberaba,Triangulo
2000-12-19,1.6,23.1,17.3,2.48,uberaba,Triangulo
2000-12-20,0.0,27.5,17.0,5.33,uberaba,Triangulo
2000-12-21,8.2,28.9,17.9,5.41,uberaba,Triangulo
2000-12-22,6.8,27.8,19.4,4.9,uberaba,Triangulo
2000-12-23,2.0,28.7,19.1,4.5,uberaba,Triangulo
2000-12-24,15.6,29.8,20.8,4.99,uberaba,Triangulo
2000-12-25,9.6,29.1,20.2,4.28,uberaba,Triangulo
2000-12-26,8.8,29.6,20.3,5.01,uberaba,Triangulo
2000-12-27,0.5,29.6,20.6,4.65,uberaba,Triangulo
2000-12-28,0.4,28.6,22.1,4.28,uberaba,Triangulo
2000-12-29,0.0,27.9,20.6,3.74,uberaba,Triangulo
2000-12-30,8.9,29.2,20.8,4.37,uberaba,Triangulo
2000-12-31,14.1,27.5,20.2,3.96,uberaba,Triangulo
2001-01-01,0.9,27.3,19.6,4.3,uberaba,Triangulo
2001-01-02,4.5,28.0,20.0,4.77,uberaba,Triangulo
2001-01-03,7.3,27.3,19.7,4.11,uberaba,Triangulo
2001-01-04,6.6,27.7,20.0,4.61,uberaba,Triangulo
2001-01-05,0.7,29.4,20.2,5.61,uberaba,Triangulo
2001-01-06,0.0,30.4,19.9,6.38,uberaba,Triangulo
2001-01-07,0.0,30.7,21.2,5.83,uberaba,Triangulo
2001-01-08,9.9,29.5,20.5,5.46,uberaba,Triangulo
2001-01-09,14.8,27.7,18.9,4.93,uberaba,Triangulo
2001-01-10,17.2,28.5,19.6,4.34,uberaba,Triangulo
2001-01-11,10.3,26.0,19.7,3.4,uberaba,Triangulo
2001-01-12,9.7,28.8,19.7,5.09,uberaba,Triangulo
2001-01-13,12.5,28.3,18.8,4.68,uberaba,Triangulo
2001-01-14,5.5,27.8,19.1,4.92,uberaba,Triangulo
2001-01-15,4.1,28.8,18.7,5.46,uberaba,Triangulo
2001-01-16,0.0,28.5,18.4,5.79,uberaba,Triangulo
2001-01-17,0.0,28.4,19.0,5.44,uberaba,Triangulo
2001-01-18,0.0,28.9,19.4,5.75,uberaba,Triangulo
2001-01-19,2.9,29.1,20.5,5.41,uberaba,Triangulo
2001-01-20,17.2,29.5,19.6,5.25,uberaba,Triangulo
2001-01-21,5.1,27.2,19.1,4.44,uberaba,Triangulo
2001-01-22,15.6,26.2,19.8,3.83,uberaba,Triangulo
2001-01-23,9.5,27.2,19.4,3.85,uberaba,Triangulo
2001-01-24,15.8,27.2,19.7,4.06,uberaba,Triangulo
2001-01-25,5.9,28.3,20.1,4.82,uberaba,Triangulo
2001-01-26,3.6,28.9,20.0,4.56,uberaba,Triangulo
2001-01-27,5.9,28.4,20.2,4.22,uberaba,Triangulo
2001-01-28,10.1,30.1,20.9,4.91,uberaba,Triangulo
2001-01-29,13.4,28.8,20.8,4.61,uberaba,Triangulo
2001-01-30,10.5,28.5,20.1,4.29,uberaba,Triangulo
2001-01-31,11.1,29.6,20.4,5.12,uberaba,Triangulo
2001-02-01,5.8,29.0,20.1,5.09,uberaba,Triangulo
2001-02-02,8.0,29.3,19.8,5.2,uberaba,Triangulo
2001-02-03,9.1,29.7,20.3,5.22,uberaba,Triangulo
2001-02-04,1.0,31.6,20.3,5.53,uberaba,Triangulo
2001-02-05,1.8,31.4,21.3,5.64,uberaba,Triangulo
2001-02-06,2.9,30.3,21.1,5.08,uberaba,Triangulo
2001-02-07,3.2,30.2,20.5,4.95,uberaba,Triangulo
2001-02-08,15.8,29.8,20.2,5.05,uberaba,Triangulo
2001-02-09,13.4,27.1,21.1,3.15,uberaba,Triangulo
2001-02-10,8.1,29.5,21.4,3.93,uberaba,Triangulo
2001-02-11,0.0,31.0,20.5,5.61,uberaba,Triangulo
2001-02-12,0.0,31.3,19.7,6.24,uberaba,Triangulo
2001-02-13,1.1,28.6,20.8,4.21,uberaba,Triangulo
